Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2016-10-13,Moana,7.568,150000000,690860472,"Adventure, Comedy, Family, Animation","sailboat, sea, island, saving the world, ocean, cartoon, mythology, musical, curse, sailor, aftercreditsstinger, demigod, polynesia, voyage, pacific  ocean, quest, island life, animal sidekick","Ron Clements, John Musker","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement","Walt Disney Pictures, Walt Disney Animation Studios, Hurwitz Creative"
2016-10-25,Doctor Strange,7.4,180000000,676343174,"Action, Adventure, Fantasy","magic, superhero, training, time, based on comic, sorcerer, doctor, neurosurgeon, wizard, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen",Marvel Studios
2016-11-23,Sing,7.115,75000000,634151679,"Animation, Comedy, Family, Music","anthropomorphism, singing, singing competition",Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly","Illumination, Universal Pictures, Fuji Television Network, dentsu"
2016-02-08,The Mermaid,6.486,60720000,553810228,"Comedy, Fantasy, Romance",mermaid,Stephen Chow,"Lin Yun, Deng Chao, Kitty Zhang, Show Lo, Tsui Hark","China Film Group Corporation, Alpha Pictures, Star Overseas, Shanghai New Culture Media Group Co Ltd, Beijing Enlight Pictures"
2016-05-18,X-Men: Apocalypse,6.512,178000000,543934787,"Action, Adventure, Science Fiction, Fantasy","hero, superhero, mutant, based on comic, superhuman, super power, superhero team, world domination, aftercreditsstinger, 1980s",Bryan Singer,"James McAvoy, Michael Fassbender, Oscar Isaac, Jennifer Lawrence, Nicholas Hoult","The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox"
2016-01-23,Kung Fu Panda 3,6.9,145000000,521170825,"Action, Adventure, Animation, Comedy, Family","martial arts, kung fu, china, fighter, village, sequel, panda, anthropomorphism, dragon, wuxia, woman director","Jennifer Yuh Nelson, Alessandro Carloni","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Simmons","DreamWorks Animation, Pearl Studio, China Film Group Corporation, Zhong Ming You Ying Film"
2016-11-29,La La Land,7.901,30000000,447407695,"Comedy, Drama, Romance, Music","dancing, dance, jazz, musical, ambition, casting, coffee shop, jazz club, traffic jam, hollywood, los angeles, california, pianist, pier, audition, planetarium, aspiring actor, movie set, sunset, one woman show, pool party, griffith observatory",Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, J.K. Simmons","Summit Entertainment, Black Label Media, Gilbert Films, Impostor Pictures, Marc Platt Productions, TIK Films"
2016-05-25,Warcraft,6.368,160000000,433677183,"Action, Adventure, Fantasy","video game, chase, orcs, elves, magic, based on comic, world of warcraft, sorcerer, fictional war, based on video game, wizard, fictional language, live action and animation, muscles, sword and sorcery",Duncan Jones,"Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper, Ben Schnetzer","Legendary Pictures, Universal Pictures, Atlas Entertainment, Blizzard Entertainment, Tencent Pictures, Fuji Television Network, dentsu, Huayi Brothers Pictures, Taihe Entertainment"
2016-07-27,Jason Bourne,6.335,120000000,415484914,"Action, Thriller, Mystery, Drama","assassin, cia, amnesia, casino, chase, greece, flashback, hacking, las vegas, black ops, rogue agent, armored vehicle, reykjavÃ­k, iceland, hdd",Paul Greengrass,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel, Julia Stiles","The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures"
2016-06-23,Ice Age: Collision Course,6.083,105000000,408579038,"Adventure, Animation, Family, Comedy","fire, fireworks, mammoth, sequel, prehistory, singing, critically bashed, cavemen, meteor crash",Mike Thurmeier,"Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox"
2017-12-13,Star Wars: The Last Jedi,6.818,200000000,1332698830,"Adventure, Action, Science Fiction","bunker, space battle, defeat, failure, sequel, space opera, military operation",Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",Lucasfilm Ltd.
2017-03-16,Beauty and the Beast,6.968,160000000,1266115964,"Family, Fantasy, Romance","france, magic, fairy tale, transformation, cartoon, castle, musical, remake, curse, creature, 18th century, beast, live action and animation, live action remake",Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Josh Gad, Kevin Kline","Walt Disney Pictures, Mandeville Films"
2017-04-12,The Fate of the Furious,6.885,250000000,1236005118,"Action, Crime, Thriller","new york city, submarine, rescue mission, sequel, street race, betrayal, criminal mastermind, mysterious woman",F. Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson","Original Film, One Race, Universal Pictures"
2017-06-15,Despicable Me 3,6.455,80000000,1031552585,"Action, Animation, Comedy, Family, Adventure","prison, twin brother, sequel, jail, despicable, minions","Kyle Balda, Pierre Coffin","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Dana Gaier","Illumination, Universal Pictures"
2017-12-09,Jumanji: Welcome to the Jungle,6.826,90000000,995339117,"Adventure, Action, Comedy, Fantasy","video game, fighter, sequel, avatar, detention, explorer, based on movie, gaming, quest, cartographer, action hero, zoologist, based on young adult novel",Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby","Radar Pictures, Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures"
2017-07-05,Spider-Man: Homecoming,7.3,175000000,880166924,"Action, Adventure, Science Fiction, Drama","high school, new york city, washington dc, usa, superhero, based on comic, reboot, marvel cinematic universe (mcu)",Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei, Jon Favreau","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures"
2017-07-27,Wolf Warrior 2,6.6,29700000,870322670,"War, Action, Thriller","china, special forces",Wu Jing,"Wu Jing, Frank Grillo, Celina Jade, Zhang Han, Wu Gang","Spring Era Film Company, Beijing Dongfang International Cultural Communications Company, Beijing Century Media Culture, Chao Feng Pictures, Orange Image"
2017-04-19,Guardians of the Galaxy Vol. 2,7.6,200000000,863756051,"Science Fiction, Adventure, Action","superhero, based on comic, sequel, misfit, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",James Gunn,"Chris Pratt, Zoe SaldaÃ±a, Dave Bautista, Vin Diesel, Bradley Cooper",Marvel Studios
2017-10-02,Thor: Ragnarok,7.595,180000000,855301806,"Action, Adventure, Science Fiction","superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki",Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Tessa Thompson, Jeff Goldblum",Marvel Studios
2017-05-30,Wonder Woman,7.236,149000000,822854286,"Action, Adventure, Fantasy","island, hero, strong woman, world war i, empowerment, superhero, feminism, greek mythology, based on comic, female protagonist, period drama, super power, heroine, woman director, female empowerment, 1910s, dc extended universe (dceu)",Patty Jenkins,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston","Atlas Entertainment, Cruel & Unusual Films, DC Films"
2017-10-27,Coco,8.217,175000000,800500000,"Family, Animation, Fantasy, Music, Comedy, Adventure","skeleton, mexico, guitar, afterlife, musician, holiday, singer, life after death, child, day of the dead",Lee Unkrich,"Anthony Gonzalez, Gael GarcÃ­a Bernal, Benjamin Bratt, Alanna Ubach, RenÃ©e Victor","Pixar, Walt Disney Pictures"
2017-05-23,Pirates of the Caribbean: Dead Men Tell No Tales,6.647,230000000,795900000,"Adventure, Action, Fantasy","sea, ship, treasure map, sequel, artifact, pirate, period drama, monkey, swashbuckler, ghost, caribbean sea, trident","Joachim RÃ¸nning, Espen Sandberg","Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil"
2017-09-06,It,7.243,40000000,701800000,"Horror, Fantasy","small town, based on novel or book, clown, bullying, abandoned house, coming of age, flashback, murder, balloon, maine, school, creature, fear, summer, killer, missing person, death of brother, well, child, demonic, town history",Andy Muschietti,"Jaeden Martell, Sophia Lillis, Bill SkarsgÃ¥rd, Finn Wolfhard, Jack Dylan Grazer","New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions"
2017-11-15,Justice League,6.095,300000000,657926987,"Action, Adventure, Science Fiction","superhero, based on comic, super power, superhero team, aftercreditsstinger, duringcreditsstinger, dc extended universe (dceu)","Joss Whedon, Zack Snyder","Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot, Ezra Miller","RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films"
2017-02-28,Logan,7.8,97000000,619021436,"Action, Drama, Science Fiction","future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic, sequel, super power, neo-western, troubled past, aging superhero, life on the margin",James Mangold,"Hugh Jackman, Dafne Keen, Patrick Stewart, Elizabeth Rodriguez, Boyd Holbrook","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox"
2017-06-16,Transformers: The Last Knight,6.059,217000000,605425157,"Action, Adventure, Science Fiction","england, based on toy, knight, robot",Michael Bay,"Mark Wahlberg, Josh Duhamel, Stanley Tucci, Anthony Hopkins, Isabela Merced","Paramount, di Bonaventura Pictures, Ian Bryce Productions, Tom DeSanto/Don Murphy Production"
2017-03-08,Kong: Skull Island,6.516,185000000,566652812,"Action, Adventure, Fantasy","vietnam veteran, island, monster, 1970s, expedition, giant monster, giant spider, creature, spin off, u.s. soldier, giant animal, kaiju, aftercreditsstinger, giant ape, monster island, water buffalo, uncharted, monsterverse",Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, John Goodman, Brie Larson, Jing Tian","Legendary Pictures, Tencent Pictures"
2017-03-23,The Boss Baby,6.45,125000000,527965936,"Animation, Comedy, Family","baby, family relationships, sibling rivalry, unreliable narrator, baby brother",Tom McGrath,"Alec Baldwin, Steve Buscemi, Miles Bakshi, Jimmy Kimmel, Lisa Kudrow",DreamWorks Animation
2017-07-19,Dunkirk,7.456,150000000,527000000,"War, Action, Drama","army, beach, france, allies, military officer, world war ii, evacuation, pilot, british army, rescue mission, europe, based on true story, royal navy, survival, historical fiction, soldier, private, military, dunkirk, 1940s, royal air force, raf",Christopher Nolan,"Fionn Whitehead, Tom Hardy, Mark Rylance, Kenneth Branagh, Cillian Murphy","Warner Bros. Pictures, Syncopy, RatPac Entertainment, Dombey Street Productions, Kaap Holland Film, StudioCanal, Canal+, CinÃ©+"
2017-07-11,War for the Planet of the Apes,7.166,150000000,490719763,"Drama, Science Fiction, War","suicide, based on novel or book, slavery, sequel, anthropomorphism, revenge, ape, avalanche, virus, father son relationship, 2040s",Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Amiah Miller","20th Century Fox, TSG Entertainment, Chernin Entertainment"
2018-04-25,Avengers: Infinity War,8.3,300000000,2052415039,"Adventure, Action, Science Fiction","sacrifice, magic, superhero, based on comic, space, battlefield, genocide, magical object, super power, aftercreditsstinger, marvel cinematic universe (mcu), cosmic","Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson",Marvel Studios
2018-02-13,Black Panther,7.4,200000000,1349926083,"Action, Adventure, Science Fiction","africa, superhero, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman",Marvel Studios
2018-06-06,Jurassic World: Fallen Kingdom,6.5,170000000,1310466296,"Action, Adventure, Science Fiction, Thriller","tyrannosaurus rex, volcano, rescue mission, sequel, wild animal, prehistoric creature, dinosaur, genetic engineering, aftercreditsstinger, monster island",J. A. Bayona,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Toby Jones, Ted Levine","Amblin Entertainment, Universal Pictures"
2018-06-14,Incredibles 2,7.477,200000000,1242805359,"Action, Adventure, Animation, Family","married couple, superhero, cartoon, sequel, parenting, family, super power",Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Samuel L. Jackson","Walt Disney Pictures, Pixar"
2018-12-07,Aquaman,6.898,160000000,1148528393,"Action, Adventure, Fantasy","hero, chase, atlantis, superhero, half-brother, based on comic, royalty, underwater, duringcreditsstinger, quest, dc extended universe (dceu), advanced civilization, two worlds",James Wan,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman","Warner Bros. Pictures, The Safran Company, DC Films"
2018-10-24,Bohemian Rhapsody,7.995,52000000,910800000,"Music, Drama","london, england, aids, musician, 1970s, queen, biography, based on true story, singer, hiv, male homosexuality, fame, rock band, lgbt, 1980s, gay theme, music movie",Bryan Singer,"Rami Malek, Gwilym Lee, Ben Hardy, Joseph Mazzello, Lucy Boynton","20th Century Fox, Regency Enterprises, GK Films, TSG Entertainment"
2018-09-28,Venom,6.827,116000000,856085151,"Science Fiction, Action","spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote, genetic experiment",Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott","Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions"
2018-07-13,Mission: Impossible - Fallout,7.42,178000000,791657398,"Action, Adventure","race against time, london, england, helicopter, paris, france, plutonium, gun, spy, countdown, norway, sequel, motorcycle, bomb remote detonator, handgun, hand to hand combat, kashmir",Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg, Rebecca Ferguson","Paramount, Bad Robot, Skydance, TC Productions"
2018-05-10,Deadpool 2,7.491,110000000,785896609,"Action, Comedy, Adventure","hero, superhero, mutant, mercenary, based on comic, sequel, aftercreditsstinger, duringcreditsstinger",David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz","Maximum Effort, Genre Films, 20th Century Fox"
2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,6.87,200000000,654855901,"Fantasy, Adventure, Family","witch, new york city, paris, france, magic, school of witchcraft, sequel, prison escape, old flame, wizard, magical creature, 1920s, good versus evil, dark magic, follower",David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Johnny Depp","Warner Bros. Pictures, Heyday Films"
2018-07-04,Ant-Man and the Wasp,6.948,140000000,622674139,"Action, Adventure, Science Fiction","van, dream, insect, flying, chase, fight, superhero, ant, nuclear missile, shrinking, based on comic, giant insect, sequel, flashback, house arrest, alternate dimension, tragic villain, laboratory, fugitive, school, miniaturization, montage, toy car, giant man, female villain, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), giant, action hero, father daughter relationship, mother daughter relationship",Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael PeÃ±a, Walton Goggins, Bobby Cannavale",Marvel Studios
